cpu,mark,rank
Intel Core i7-640UM @ 1.20GHz,1168,4213
AMD Sempron 3850 APU,1168,4214
Intel Pentium A1020 @ 2.41GHz,1167,4215
MediaTek MT6753T,1166,4216
AMD Phenom II X640 Dual-Core,1165,4217
Intel Core2 Duo E6850 @ 3.00GHz,1164,4218
AMD Phenom 8400 Triple-Core,1164,4219
Intel Xeon W3505 @ 2.53GHz,1163,4220
MT6757WH,1161,4221
Rockchip RK3566 HD15 Board,1160,4222
ARM Cortex-A15 8 Core 1400 MHz,1160,4223
Intel Core2 Duo E7500 @ 2.93GHz,1159,4224
MTK6757,1158,4225
ARM Cortex-A72 4 Core 2400 MHz,1158,4226
Mediatek MT8365,1156,4227
Intel Pentium E6800 @ 3.33GHz,1155,4228
AMD QC-4000,1155,4229
AMD A4-4000 APU,1155,4230
Intel Celeron J1900 @ 1.99GHz,1152,4231
UGOOS UT8 Board,1152,4232
AMD Phenom X3 8550,1151,4233
Intel Core2 Duo E7600 @ 3.06GHz,1150,4234
AMD A6-9200,1149,4235
ARM Cortex-A57 4 Core 2091 MHz,1148,4236
Intel Celeron G530 @ 2.40GHz,1148,4237
Intel Pentium N3530 @ 2.16GHz,1147,4238
AMD A6 Micro-6500T APU,1146,4239
Intel Pentium N3520 @ 2.16GHz,1144,4240
Intel Core2 Duo E8200 @ 2.66GHz,1144,4241
Intel Atom x5-Z8550 @ 1.44GHz,1143,4242
AMD Phenom 8850 Triple-Core,1142,4243
Intel Celeron G1820TE @ 2.20GHz,1141,4244
AMD Athlon II X2 245,1139,4245
Intel Pentium E6500 @ 2.93GHz,1139,4246
Intel Pentium G640T @ 2.40GHz,1139,4247
Intel Core2 Extreme X7800 @ 2.60GHz,1138,4248
AMD Phenom II X2 B53,1137,4249
Intel Celeron G540T @ 2.10GHz,1137,4250
AMD E2-3800 APU,1136,4251
AMD Phenom II N640 Dual-Core,1135,4252
Intel Core i5-2537M @ 1.40GHz,1134,4253
AMD Athlon II X2 245e,1133,4254
AMD Athlon II X2 B24,1133,4255
AMD Phenom II P820 Triple-Core,1125,4256
mocha,1125,4257
Mediatek MT8766B,1124,4258
Rockchip RK3568,1124,4259
"Qualcomm Technologies, Inc SCUBAPIIOT",1123,4260
ARM Cortex-A55 8 Core 1416 MHz,1122,4261
MT8768WD,1122,4262
AMD A6-5345M APU,1122,4263
MediaTek MT6750V/WT,1122,4264
Intel Celeron 1005M @ 1.90GHz,1119,4265
Intel Core2 Extreme X6800 @ 2.93GHz,1118,4266
Intel Xeon L5320 @ 1.86GHz,1118,4267
"Qualcomm Technologies, Inc MSM8994",1115,4268
ARM ARMv7 rev 3 (v7l) 4 Core 2116 MHz,1115,4269
Intel Core2 Extreme X7900 @ 2.80GHz,1115,4270
AMD Phenom 8250 Triple-Core,1114,4271
Intel Celeron N3350 @ 1.10GHz,1112,4272
Intel Xeon 3075 @ 2.66GHz,1112,4273
Intel Atom x6214RE @ 1.40GHz,1109,4274
Intel Core2 Extreme X9000 @ 2.80GHz,1108,4275
AMD Opteron 2220,1106,4276
Rockchip RK3568 EVB7 DDR4 V10 Board,1106,4277
Intel Core2 Duo E8435 @ 3.06GHz,1104,4278
Intel Xeon L3406 @ 2.27GHz,1104,4279
Intel Celeron 3215U @ 1.70GHz,1102,4280
Intel Xeon W3503 @ 2.40GHz,1100,4281
"Qualcomm Technologies, Inc MSM8937",1098,4282
Intel Pentium B970 @ 2.30GHz,1096,4283
AMD GX-412HC,1095,4284
AMD Embedded G-Series GX-215JJ Radeon R2E,1094,4285
Intel Pentium E5700 @ 3.00GHz,1094,4286
Intel Core2 Duo P9600 @ 2.66GHz,1093,4287
Intel Pentium B980 @ 2.40GHz,1093,4288
AMD A9-9420e,1093,4289
Intel Core2 Duo T9600 @ 2.80GHz,1093,4290
Rockchip RK3566 BOX DEMO V10 ANDROID Board,1093,4291
Intel Celeron 2980U @ 1.60GHz,1092,4292
Intel Celeron 2002E @ 1.50GHz,1091,4293
ARM X-Gene 8 Core 0 MHz,1091,4294
Intel Core i7-620UM @ 1.07GHz,1091,4295
MT6755V/WM,1090,4296
AMD Opteron 1222,1089,4297
AMD Athlon II X2 210e,1089,4298
Intel Core i3-350M @ 2.27GHz,1089,4299
Qualcomm MSM 8939 HUAWEI KIW-L21,1088,4300
Intel Celeron G1101 @ 2.27GHz,1086,4301
Qualcomm MSM 8939 HUAWEI TEXAS-A1,1085,4302
AMD Phenom 8250e Triple-Core,1084,4303
AMD Phenom II N660 Dual-Core,1083,4304
MT8732T,1083,4305
AMD A4 Micro-6400T APU,1082,4306
Rockchip RK3568 EVB1 DDR4 V10 Board,1082,4307
Intel Core2 Duo E8335 @ 2.66GHz,1082,4308
ARM Cortex-A57 4 Core 2295 MHz,1080,4309
Snapdragon 435,1080,4310
AMD Athlon II X2 235e,1079,4311
Intel Core2 Duo E8335 @ 2.93GHz,1079,4312
AMD Phenom II P840 Triple-Core,1079,4313
Grandstream GXV3480 Video Phone,1078,4314
QTI QCM2290,1078,4315
DO-Regular,1077,4316
Intel Pentium 2127U @ 1.90GHz,1076,4317
AMD A4-3400 APU,1075,4318
Intel Pentium G630T @ 2.30GHz,1075,4319
Intel Celeron G550T @ 2.20GHz,1074,4320
Mediatek MT6761V/CAB,1074,4321
MT8768WB,1074,4322
AMD E2-9010,1073,4323
AMD PRO A4-4350B,1073,4324
Intel Atom E3845 @ 1.91GHz,1071,4325
ARM Cortex-A72 6 Core 1416 MHz,1071,4326
MT6755BM,1070,4327
Intel Pentium E5500 @ 2.80GHz,1070,4328
Intel Xeon 3085 @ 3.00GHz,1070,4329
Samsung Exynos 7870,1069,4330
AMD A4-3420 APU,1067,4331
Qualcomm MSM 8939 HUAWEI KIW-L24,1065,4332
Intel Celeron 1000M @ 1.80GHz,1065,4333
AMD Athlon II X2 B22,1064,4334
AMD Phenom X4 Quad-Core GS-6560,1063,4335
AMD A6-1450 APU,1062,4336
Intel Pentium 3556U @ 1.70GHz,1062,4337
AMD A8-7050,1062,4338
MediaTek MT6750,1062,4339
AMD Athlon II X2 240,1060,4340
AMD Athlon 7850 Dual-Core,1058,4341
Intel Core2 Duo E8300 @ 2.83GHz,1057,4342
MT8168B,1056,4343
MT6592T,1056,4344
Intel Celeron G530T @ 2.00GHz,1056,4345
Intel Celeron N2940 @ 1.83GHz,1055,4346
Hisilicon Kirin 925,1053,4347
AMD A6-9220C,1053,4348
AMD Athlon II X2 220,1052,4349
Rockchip RK3562,1051,4350
JLQ JR510,1049,4351
Qualcomm MSM8937,1047,4352
Intel Core2 Duo E7400 @ 2.80GHz,1047,4353
Amlogic AMLS905X5M,1046,4354
AMD GX-222GC SOC,1044,4355
Intel Pentium 3558U @ 1.70GHz,1043,4356
ARM ARMv8 rev 1 (v8l) 4 Core 1510 MHz,1042,4357
tn8,1040,4358
Intel Core2 Duo P9600 @ 2.53GHz,1040,4359
MT8783,1039,4360
Intel Celeron 1037U @ 1.80GHz,1036,4361
AMD Opteron 2218,1036,4362
AMD Opteron 1220,1036,4363
Intel Celeron 2981U @ 1.60GHz,1036,4364
AMD Turion II Ultra Dual-Core Mobile M640,1034,4365
Intel Pentium E6300 @ 2.80GHz,1032,4366
Intel Core2 Duo E6750 @ 2.66GHz,1031,4367
Intel Core i3-330M @ 2.13GHz,1031,4368
MediaTek MT8168,1029,4369
Intel Atom C3338 @ 1.50GHz,1028,4370
Intel Celeron U1900 @ 1.99GHz,1028,4371
"Qualcomm Technologies, Inc SDM429",1028,4372
Intel Celeron N2930 @ 1.83GHz,1026,4373
Intel Xeon 3070 @ 2.66GHz,1025,4374
Intel Core2 Duo T9500 @ 2.60GHz,1025,4375
Intel Pentium B960 @ 2.20GHz,1023,4376
MT6762V/CR,1022,4377
ARM Cortex-A57 8 Core 1500 MHz,1022,4378
Rockchip RK3566 RK817 TABLET LP4X Board,1021,4379
Mediatek MT6761,1021,4380
Intel Pentium B950 @ 2.10GHz,1021,4381
Intel Core2 Duo E8235 @ 2.80GHz,1020,4382
Intel Core2 Duo E8135 @ 2.66GHz,1020,4383
AMD Phenom II P650 Dual-Core,1018,4384
Intel Pentium J2850 @ 2.41GHz,1016,4385
AMD Athlon X2 240e,1015,4386
Intel Core i5-560UM @ 1.33GHz,1015,4387
Intel Core2 Duo E4700 @ 2.60GHz,1015,4388
Intel Core i3-3229Y @ 1.40GHz,1014,4389
AMD Turion II Ultra Dual-Core Mobile M660,1011,4390
AMD Athlon II X2 215,1011,4391
Intel Pentium E5400 @ 2.70GHz,1011,4392
AMD Phenom X2 Dual-Core GE-7060,1010,4393
Intel Pentium 2117U @ 1.80GHz,1008,4394
Samsung Exynos 7580,1008,4395
Intel Core2 Duo T9400 @ 2.53GHz,1008,4396
MT6795T,1007,4397
AMD Athlon II X2 240e,1007,4398
Intel Core2 Duo P9500 @ 2.53GHz,1007,4399
AMD Phenom II P920 Quad-Core,1006,4400
Intel Core2 Duo E7200 @ 2.53GHz,1002,4401
AMD A6-7000 ,1002,4402
Intel Core i5-540UM @ 1.20GHz,1002,4403
Intel Core2 Duo E8135 @ 2.40GHz,998,4404
AMD Athlon 7750 Dual-Core,997,4405
AMD Athlon X2 215,996,4406
AMD A6-4400M APU,996,4407
Intel Pentium G6952 @ 2.80GHz,995,4408
Rockchip RK3566 EVB3 DDR3 V10 Board,994,4409
AMD Athlon 64 FX-62 Dual Core,993,4410
AMD Phenom II N620 Dual-Core,992,4411
AMD Athlon II X2 4300e,990,4412
ARM Cortex-A57 4 Core 1912 MHz,990,4413
Intel Atom x5-E8000 @ 1.04GHz,990,4414
Intel Core2 Duo T9550 @ 2.66GHz,989,4415
AMD Athlon II X2 4400e,989,4416
Unisoc ums312,988,4417
Intel Core2 Duo E7300 @ 2.66GHz,988,4418
ARM Cortex-A55 6 Core 1800 MHz,988,4419
MT6761V/WB,988,4420
Intel Pentium Extreme Edition 965 @ 3.73GHz,987,4421
Intel Core2 Duo T9300 @ 2.50GHz,985,4422
ARM ARMv7 rev 3 (v7l) 4 Core 2065 MHz,984,4423
Intel Core2 Duo P9300 @ 2.26GHz,983,4424
AMD E2-9030,983,4425
Intel Xeon 3060 @ 2.40GHz,983,4426
MediaTek MT8166B,981,4427
Mediatek MT8766A,979,4428
AMD Opteron 1218 HE,979,4429
AMD Athlon 7550 Dual-Core,977,4430
Intel Core i3-2340UE @ 1.30GHz,976,4431
Intel Core2 Duo E6700 @ 2.66GHz,975,4432
Intel Celeron B840 @ 1.90GHz,975,4433
Amlogic AMLT982,972,4434
AMD Athlon 64 FX-74,972,4435
AMD A6 PRO-7050B APU,971,4436
AMD E2-3200 APU,971,4437
AMD A4-5150M APU,969,4438
Intel Atom C2538 @ 2.40GHz,968,4439
MT6795M,968,4440
Intel Pentium P6300 @ 2.27GHz,967,4441
AMD A4-4300M APU,967,4442
Intel Core2 Duo P8700 @ 2.53GHz,966,4443
Intel Xeon 5160 @ 3.00GHz,963,4444
AMD A4-3300 APU,962,4445
MT8165,962,4446
AMD A6-9220e,960,4447
"Qualcomm Technologies, Inc MSM8939",959,4448
Intel Celeron 3205U @ 1.50GHz,959,4449
AMD E2-9000,958,4450
ARM Cortex-A55 4 Core 2508 MHz,958,4451
MT8766A,956,4452
ARM Cortex-A57 4 Core 1479 MHz,956,4453
AC8259V/WAB,956,4454
AMD Opteron 285,956,4455
MT6750V/CS,955,4456
AMD Turion II Ultra Dual-Core Mobile M600,955,4457
Pentium Dual-Core T4500 @ 2.30GHz,955,4458
AMD R-260H APU,954,4459
AMD Athlon 64 X2 Dual Core 6400+,954,4460
AMD Opteron 290,952,4461
MediaTek MT6753,951,4462
Mediatek t50,948,4463
Intel Core2 Duo P8800 @ 2.66GHz,944,4464
ARM Neoverse-V2 1 Core 0 MHz,944,4465
Intel Core2 Duo T7700 @ 2.40GHz,944,4466
AMD Athlon 64 X2 Dual Core 6000+,942,4467
Intel Celeron J1850 @ 1.99GHz,942,4468
Intel Pentium N3510 @ 1.99GHz,942,4469
Intel Celeron N2920 @ 1.86GHz,941,4470
Intel Pentium E5200 @ 2.50GHz,941,4471
Intel Core2 Duo E6600 @ 2.40GHz,938,4472
AMD Athlon X2 255,938,4473
Intel Pentium P6200 @ 2.13GHz,935,4474
Intel Celeron E3500 @ 2.70GHz,935,4475
Intel Pentium E5300 @ 2.60GHz,935,4476
MT6750V/WS,934,4477
Rockchip RK3566 EVB2 LP4X V10 Board,933,4478
MT6761,932,4479
SAMSUNG Exynos7580,932,4480
Intel Core i5-520UM @ 1.07GHz,932,4481
AMD Sempron X2 198 Dual-Core,930,4482
Rockchip RK3566,929,4483
Samsung J7 Max LTE SWA board based on MT6757V/WL,928,4484
ARM Cortex-A72 4 Core 1416 MHz,927,4485
"Qualcomm Technologies, Inc SCUBAIIOT",926,4486
ARM Cortex-A15 4 Core 2000 MHz,923,4487
AMD Turion II P540 Dual-Core,922,4488
"Qualcomm Technologies, Inc MSM8952",922,4489
AMD Athlon X2 240,921,4490
nxp IMX8MP,918,4491
Intel Xeon 3.73GHz,917,4492
AMD Athlon Dual Core 5400B,914,4493
ARM ARMv7 rev 1 (v7l) 4 Core 1800 MHz,913,4494
AMD Turion II P560 Dual-Core,913,4495
AMD Turion II Dual-Core Mobile M540,912,4496
AMD Athlon 64 X2 Dual Core 5600+,912,4497
AMD A4-1350 APU,911,4498
Pentium Dual-Core T4300 @ 2.10GHz,911,4499
AMD Opteron 1218,910,4500
Intel Core2 Duo E6550 @ 2.33GHz,910,4501
MT6761V/CBB,910,4502
Intel Core2 Duo T7800 @ 2.60GHz,909,4503
AMD Opteron 2220 SE,909,4504
ARM Cortex-A73 4 Core 0 MHz,908,4505
MT8168M,908,4506
AMD Athlon 64 X2 Dual Core 5400+,907,4507
Intel Celeron 2955U @ 1.40GHz,905,4508
VIA Eden X4 C4250 @ 1.2+GHz,904,4509
Intel Celeron E3200 @ 2.40GHz,900,4510
AMD Athlon II N370 Dual-Core,899,4511
Intel Core2 Duo T8300 @ 2.40GHz,899,4512
Intel Core i3-2375M @ 1.50GHz,898,4513
Intel Pentium G620T @ 2.20GHz,896,4514
Intel Atom x5-Z8350 @ 1.44GHz,894,4515
Intel Celeron E3400 @ 2.60GHz,893,4516
AMD RX-225FB,892,4517
ARM Cortex-A73 4 Core 1800 MHz,891,4518
Intel Pentium B940 @ 2.00GHz,890,4519
MT8365,889,4520
Intel Core2 Duo P7570 @ 2.26GHz,888,4521
ARM Cortex-A57 4 Core 0 MHz,888,4522
Rockchip RK3528 DEMO4 DDR4 V10 Board,888,4523
Intel Xeon 5133 @ 2.20GHz,887,4524
Intel Core2 Duo SP9400 @ 2.40GHz,887,4525
Intel Pentium 3560Y @ 1.20GHz,887,4526
AMD A4-9120C,885,4527
Intel Celeron P4600 @ 2.00GHz,885,4528
Intel Celeron 1017U @ 1.60GHz,884,4529
AMD Phenom X2 Dual-Core GP-7730,884,4530
AMD E2-9000e,883,4531
Intel Core i5 U 470 @ 1.33GHz,883,4532
Rockchip RK3568 EVB2 LP4X V10 Board,883,4533
"Qualcomm Technologies, Inc MSM8992",882,4534
ARM FT-2000/4 4 Core 2200 MHz,881,4535
Intel Core2 Duo E4600 @ 2.40GHz,881,4536
Intel Xeon 5150 @ 2.66GHz,880,4537
Intel Pentium P6100 @ 2.00GHz,879,4538
AMD Sempron X2 190,879,4539
AMD Turion II N550 Dual-Core,877,4540
Athlon 64 Dual Core 5600+,875,4541
ARM Cortex-A72 4 Core 2300 MHz,873,4542
Intel Core i3-2377M @ 1.50GHz,873,4543
Intel Celeron B830 @ 1.80GHz,873,4544
AMD Athlon 5000 Dual-Core,872,4545
"rockchip,rk3368",870,4546
AMD Turion II P520 Dual-Core,870,4547
AMD Athlon 5200 Dual-Core,869,4548
Intel Xeon 3065 @ 2.33GHz,867,4549
AMD Turion 64 X2 Mobile TL-68,866,4550
Intel Core2 Duo P8400 @ 2.26GHz,865,4551
Intel Atom x5-E3930 @ 1.30GHz,865,4552
Synaptics VS640,862,4553
AMD Turion II Neo N54L Dual-Core,862,4554
Intel Core2 Duo P8600 @ 2.40GHz,862,4555
AMD Athlon 64 X2 Dual Core 5200+,858,4556
Intel Pentium E2220 @ 2.40GHz,857,4557
MT8161AA,857,4558
Intel Xeon 5140 @ 2.33GHz,857,4559
AMD Athlon II N350 Dual-Core,856,4560
AMD Athlon Dual Core 5000B,856,4561
AMD Turion II N530 Dual-Core,855,4562
AMD Turion II Dual-Core Mobile M520,855,4563
AMD Athlon X2 250,855,4564
AMD A4-9120e,854,4565
Intel Celeron E3300 @ 2.50GHz,853,4566
BCM2711,852,4567
Athlon 64 Dual Core 5000+,850,4568
Intel Celeron 2957U @ 1.40GHz,850,4569
Intel Pentium T4500 @ 2.30GHz,849,4570
Intel Core i3-2367M @ 1.40GHz,849,4571
Intel Core2 6320 @ 1.86GHz,849,4572
Intel Celeron P4500 @ 1.87GHz,848,4573
AMD Athlon Dual Core 5050e,846,4574
MT9950,845,4575
MT6761V/CAB,845,4576
MT6750V/W,845,4577
Intel Celeron 1007U @ 1.50GHz,844,4578
MT8766B,843,4579
Intel Atom x5-Z8300 @ 1.44GHz,843,4580
MTK8257,842,4581
ARM Cortex-A72 2 Core 1703 MHz,842,4582
AMD TurionX2 Ultra DualCore Mobile ZM-85,841,4583
Intel Core2 Duo T6670 @ 2.20GHz,841,4584
Intel Celeron E1600 @ 2.40GHz,840,4585
AMD Opteron 275,839,4586
Thor,839,4587
Intel Xeon E5205 @ 1.86GHz,838,4588
Intel Xeon E5502 @ 1.87GHz,837,4589
Intel Pentium P6000 @ 1.87GHz,835,4590
AArch64,833,4591
nxp IMX8MQ,831,4592
AMD Turion X2 Ultra Dual-Core Mobile ZM-85,828,4593
Intel Core2 Duo T7500 @ 2.20GHz,827,4594
Rockchip RK3368,827,4595
AC8257V/WAB,827,4596
AMD Sempron X2 180,826,4597
AMD Athlon Dual Core 5200B,823,4598
Intel Pentium D 960 @ 3.60GHz,822,4599
Intel Core i3-2365M @ 1.40GHz,822,4600
Intel Xeon 3050 @ 2.13GHz,818,4601
MT8161A,818,4602
Intel Celeron B820 @ 1.70GHz,817,4603
MT6761V/WAB,816,4604
Amlogic AMLS905D3,815,4605
AMD Turion II Ultra Dual-Core Mobile M620,814,4606
MediaTek MT6761V/WBB,813,4607
AMD A6-4455M APU,811,4608
Intel Pentium 997 @ 1.60GHz,811,4609
Intel Core2 Duo E6540 @ 2.33GHz,808,4610
AMD Athlon II Dual-Core M340,807,4611
Intel Core2 Duo P7450 @ 2.13GHz,807,4612
Intel Core2 Duo T6600 @ 2.20GHz,806,4613
AMD Opteron 1214 HE,806,4614
AMD Athlon 64 X2 Dual Core 5000+,805,4615
Intel Xeon E5503 @ 2.00GHz,804,4616
MT8173,804,4617
AMD Athlon64 X2 Dual Core 4600+,803,4618
Intel Core2 Duo P7550 @ 2.26GHz,803,4619
Intel Atom Z3580 @ 1.33GHz,802,4620
AMD Turion X2 Ultra Dual-Core Mobile ZM-84,802,4621
AMD A4-4355M APU,801,4622
AMD A4-3310MX APU,800,4623
Intel Atom x5-Z8330 @ 1.44GHz,800,4624
Intel Core2 Duo T7600 @ 2.33GHz,800,4625
AMD Turion X2 Dual-Core Mobile RM-76,799,4626
AMD Athlon Dual Core 4850e,799,4627
ARM Cortex-A55 4 Core 2208 MHz,798,4628
hi6210sft,796,4629
Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board,795,4630
Mediatek MT8168B,795,4631
Intel Atom Z3775D @ 1.49GHz,794,4632
AMD GX-217GA SOC,794,4633
ARM Cortex-A72 4 Core 2200 MHz,793,4634
Intel Pentium T4400 @ 2.20GHz,792,4635
Intel Xeon 3040 @ 1.86GHz,790,4636
Intel Core2 Duo P7370 @ 2.00GHz,790,4637
Intel Core2 Duo T8100 @ 2.10GHz,789,4638
AMD Athlon 7450 Dual-Core,789,4639
Intel Core i3-2357M @ 1.30GHz,788,4640
Intel Core2 Duo L9600 @ 2.13GHz,788,4641
Intel Celeron N2910 @ 1.60GHz,788,4642
ARM Phytium FTC303 2 Core 1800 MHz,786,4643
ARM Neoverse-V1 1 Core 0 MHz,785,4644
Qualcomm MSM8994,785,4645
MT6761V/CD,784,4646
Intel Core2 Duo E6420 @ 2.13GHz,784,4647
AMD Turion X2 Ultra Dual-Core Mobile ZM-87,783,4648
Intel Core i5-470UM @ 1.33GHz,782,4649
Intel Pentium D 3.40GHz,782,4650
ARM Cortex-A17 4 Core 1800 MHz,781,4651
Intel Pentium T4300 @ 2.10GHz,781,4652
AMD Opteron 1216,781,4653
ARM ARMv7 rev 1 (v7l) 4 Core 1608 MHz,776,4654
Pentium Dual-Core T4200 @ 2.00GHz,775,4655
Intel Celeron B810 @ 1.60GHz,775,4656
Intel Core2 Duo T6570 @ 2.10GHz,774,4657
Intel Core2 Duo E6400 @ 2.13GHz,774,4658
VIA QuadCore L4700 @ 1.2+ GHz,773,4659
Intel Atom Z3735G @ 1.33GHz,772,4660
AMD Opteron 1212 HE,771,4661
AMD Athlon II Dual-Core M320,770,4662
ARM Kryo-4XX-Gold 1 Core 0 MHz,769,4663
Athlon Dual Core 4850e,769,4664
AMD A4-3305M APU,767,4665
AMD Opteron 280,765,4666
Celeron Dual-Core T3500 @ 2.10GHz,764,4667
Intel Celeron 887 @ 1.50GHz,764,4668
Qualcomm MSM8974PRO-AA,763,4669
AMD Opteron 1214,763,4670
Intel Xeon 5120 @ 1.86GHz,763,4671
ARM Cortex-A72 4 Core 2000 MHz,762,4672
Mediatek MT6761V/WD,762,4673
AMD A4-3330MX APU,761,4674
AMD Athlon II P360 Dual-Core,760,4675
M7221,760,4676
MT6797D,758,4677
Intel Celeron B815 @ 1.60GHz,757,4678
MediaTek MT6761V/WE,756,4679
Intel Xeon MV 3.20GHz,756,4680
MediaTek MT6762V/CN,756,4681
Intel Core2 Duo T6500 @ 2.10GHz,755,4682
ARM Cortex-A55 4 Core 2016 MHz,755,4683
Intel Core2 Duo T7400 @ 2.16GHz,755,4684
AMD GX-218GL SOC,754,4685
Amlogic AMLS905X2,754,4686
Rockchip RK3566 EVB1 DDR4 V10 Board,751,4687
AMD Turion II Dual-Core Mobile M500,751,4688
Qualcomm MSM8974,750,4689
Intel Atom Z3560 @ 1.00GHz,749,4690
Intel Celeron 1047UE @ 1.40GHz,748,4691
Spreadtrum SC9853I-IA,748,4692
Dual-Core AMD Opteron 1220 SE,748,4693
Intel Core i3-380UM @ 1.33GHz,748,4694
Intel Xeon 5148 @ 2.33GHz,747,4695
AMD Opteron 180,746,4696
Intel Core2 Duo E4500 @ 2.20GHz,745,4697
Intel Pentium Dual T2390 @ 1.86GHz,745,4698
AMD E2-3000 APU,743,4699
Intel Core2 Duo T7200 @ 2.00GHz,742,4700
ARM Cortex-A55 4 Core 2124 MHz,742,4701
ARM Cortex-A72 4 Core 1900 MHz,742,4702
Qualcomm APQ 8084 (Flattened Device Tree),741,4703
Mediatek MT8696,740,4704
Intel Pentium E2200 @ 2.20GHz,740,4705
ARM Cortex-A53 8 Core 1512 MHz,739,4706
Intel Core2 Duo T6400 @ 2.00GHz,739,4707
MT8696,738,4708
Intel Core2 Duo E4400 @ 2.00GHz,738,4709
AMD Athlon Dual Core 5600B,737,4710
Athlon 64 Dual Core 3800+,736,4711
AMD Opteron 270,736,4712
Intel Celeron E1400 @ 2.00GHz,735,4713
Intel Xeon 5130 @ 2.00GHz,734,4714
ARM Cortex-A72 6 Core 1008 MHz,734,4715
AMD Turion X2 Dual-Core Mobile RM-75,733,4716
AMD Athlon 64 X2 Dual Core 4800+,732,4717
AMD Athlon 64 X2 Dual Core 4200+,730,4718
"Qualcomm Technologies, Inc APQ8096pro",730,4719
Intel Atom Z3770 @ 1.46GHz,728,4720
AMD A4-3300M APU,728,4721
Intel Pentium T4200 @ 2.00GHz,728,4722
AMD Athlon II P340 Dual-Core,727,4723
AMD Athlon Dual Core 4850B,727,4724
AMD Opteron 1216 HE,727,4725
Intel Core2 Duo P7350 @ 2.00GHz,725,4726
Intel Core2 Duo E6320 @ 1.86GHz,724,4727
ARM Neoverse-N1 1 Core 0 MHz,724,4728
AMD Athlon Dual Core 4450B,723,4729
MT3561S,723,4730
Intel Core2 Duo T5850 @ 2.16GHz,721,4731
AMD Athlon 64 X2 Dual Core 4600+,720,4732
Qualcomm Snapdragon 808 (8992),720,4733
Intel Core2 Duo SL9400 @ 1.86GHz,720,4734
AMD Turion 64 X2 Mobile TL-64,716,4735
AMD Turion 64 X2 Mobile TL-66,716,4736
"Qualcomm Technologies, Inc SDA429W",715,4737
AMD Athlon II P320 Dual-Core,714,4738
AMD Athlon II X2 260u,713,4739
MediaTek MT6737T,712,4740
MediaTek MT8168A,712,4741
ARM Cortex-A55 4 Core 2000 MHz,711,4742
AMD Athlon Dual Core 4450e,710,4743
Samsung EXYNOS5420,710,4744
AMD Athlon 64 FX-60 Dual Core,709,4745
Intel Core2 Duo T5750 @ 2.00GHz,708,4746
Rockchip RK3288,708,4747
ARM Cortex-A55 4 Core 1908 MHz,707,4748
Intel Core2 Duo T5870 @ 2.00GHz,706,4749
Intel Core2 Duo T7300 @ 2.00GHz,705,4750
Intel Atom Z3735D @ 1.33GHz,704,4751
Intel Pentium D 950 @ 3.40GHz,704,4752
MT8735T,704,4753
Intel Atom E3840 @ 1.91GHz,704,4754
Intel Atom Z3775 @ 1.46GHz,702,4755
Intel Pentium E2210 @ 2.20GHz,702,4756
MT5893,702,4757
AMD Athlon 64 X2 Dual Core 4000+,701,4758
Intel Core2 Duo T7250 @ 2.00GHz,701,4759
MT8161AB,700,4760
Intel Pentium 987 @ 1.50GHz,697,4761
AMD Opteron 185,695,4762
ARM Cortex-A55 4 Core 2100 MHz,695,4763
Intel Celeron B800 @ 1.50GHz,695,4764
AMD Turion X2 Ultra Dual-Core Mobile ZM-86,695,4765
ARM Cortex-A72 2 Core 0 MHz,693,4766
Qualcomm MSM8974PRO-AB,692,4767
MT6738,692,4768
AMD Turion X2 Dual Core Mobile RM-76,691,4769
Intel Atom Z3560 @ 1.83GHz,690,4770
Intel Core2 Duo L9300 @ 1.60GHz,690,4771
Intel Celeron P4505 @ 1.87GHz,689,4772
Intel Pentium E2180 @ 2.00GHz,688,4773
Rockchip RK3566 RK817 TABLET RKG11 LP4 Board,686,4774
Intel Celeron 2961Y @ 1.10GHz,684,4775
AMD Turion II Neo K685 Dual-Core,684,4776
AMD Opteron 175,682,4777
Athlon Dual Core 4450e,681,4778
ARM Cortex-A55 4 Core 1992 MHz,680,4779
Intel Core2 Duo L7800 @ 2.00GHz,680,4780
Allwinner A133,680,4781
Intel Core2 Duo T5600 @ 1.83GHz,677,4782
Intel Celeron 877 @ 1.40GHz,677,4783
Intel Core2 Duo T5900 @ 2.20GHz,677,4784
Intel Core2 Duo L7700 @ 1.80GHz,677,4785
AMD Athlon II X2 270u,675,4786
ARM Cortex-A72 4 Core 2100 MHz,675,4787
AMD Athlon 64 X2 Dual Core 4400+,675,4788
ARM Cortex-A72 4 Core 1800 MHz,674,4789
Qualcomm MSM8974PRO-AC,674,4790
AMD Athlon Dual Core 4050e,674,4791
AMD Athlon X2 Dual Core BE-2400,674,4792
Intel Pentium T3200 @ 2.00GHz,672,4793
Intel Celeron J3060 @ 1.60GHz,670,4794
Athlon Dual Core 4050e,670,4795
AMD Athlon II Dual-Core M300,670,4796
AMD Turion 64 X2 Mobile TL-62,668,4797
AMD E2-3000M APU,668,4798
AMD A4-3320M APU,668,4799
Rockchip RK3566 RK817 EINK LP4X Board,667,4800
ARM Cortex-A72 4 Core 1600 MHz,667,4801
Allwinner H618,667,4802
Rockchip (Device Tree),666,4803
VIA QuadCore U4650 @ 1.0+ GHz,666,4804
AMD Athlon II N330 Dual-Core,665,4805
